Ticker,Start Date,End Date,Initial Capital,Final Strategy Value,Strategy Return,Strategy Return %,Buy Hold Final Value,Buy Hold Return,Buy Hold Return %,Max Drawdown,Max Drawdown %,Final Cash,Core Shares,Add Shares Remaining,Total Shares,Number of Trades
DRAM,2026-04-02,2026-06-03,10000,20578.16965302539,1.057816965302539,105.78169653025391,25111.670932893416,1.5111670932893415,151.11670932893415,-0.08599951751615342,-8.599951751615343,3000.0,252.16138120622622,0.0,252.16138120622622,1
MU,2026-04-01,2026-06-03,10000,23543.671329712706,1.3543671329712708,135.43671329712708,29348.101899589576,1.9348101899589576,193.48101899589577,-0.1270077666268804,-12.70077666268804,3000.0,19.029495402618398,0.0,19.029495402618398,1
MUU,2026-04-01,2026-06-03,10000,55585.17158307052,4.558517158307052,455.8517158307052,75121.67369010075,6.512167369010076,651.2167369010076,-0.26343637701082023,-26.343637701082024,3000.0,49.375747965324436,0.0,49.375747965324436,1
NVDA,2026-04-01,2026-06-03,10000,11553.34281650071,0.1553342816500709,15.533428165007091,12219.061166429587,0.22190611664295856,22.190611664295858,-0.07908407603627055,-7.9084076036270545,3000.0,39.82930298719772,0.0,39.82930298719772,1
